X27	X11	X57	X52	X34	X18	X15	X47	X17	X51	X56	X12	X2	X50	X49	X60	X9	X36	X13	X39	X42	X3	X5	X53	X1	X10	X54	X41	X45	X37	X30	X38	X33	X40	X35	X32	X26	X55	X46	X8	X24	X16	X31	X59	X4	X58	X7	X22	X14	X19
-0.3250	1.9168	-2.0723	-3.6808	-4.1114	2.8935	0.2548	-2.6259	-1.4112	2.2406	-10.9074	-1.8426	2.2170	-3.1599	3.4464	1.0653	-1.3176	0.8899	-1.3154	0.2029	2.5150	-0.8065	0.4996	-2.6693	-0.6361	0.9426	-0.5143	-1.1510	1.0009	1.0946	1.8051	3.1748	4.7538	-0.2031	0.4909	-0.5986	0.8628	0.5681	1.1959	-1.5154	-4.4859	0.4042	-1.6449	-5.1277	0.8116	3.4751	0.0761	-3.0139	-0.5275	0.2372
-1.9712	-1.6982	-7.3370	-2.9915	-1.0126	1.8269	-1.8168	-6.5300	-2.6957	4.1699	-6.9185	-1.3348	1.7581	-3.6789	0.8021	3.5125	-2.2509	4.4096	2.1367	-2.4443	0.3112	2.8967	-1.7621	3.6704	-0.6380	0.4035	-0.6271	1.3266	3.4277	1.9559	-2.3469	-0.4433	-2.1245	1.3481	0.1988	-1.6877	-0.2742	-4.8804	-5.7860	-0.0468	-1.3615	-0.3778	-1.5269	-5.6365	-0.9332	2.1605	-1.0294	4.3232	1.9853	-3.2145
2.8317	-0.7123	22.1097	8.2069	4.0307	0.9722	1.7671	5.0029	0.0532	-2.8747	4.6554	0.0886	-2.0346	-0.0614	-4.4396	-3.2031	3.5799	-2.5033	0.6252	1.3683	-4.0958	-2.3827	-0.5051	2.3586	0.9736	4.6834	0.4379	-0.3537	-0.7677	-0.0353	2.8209	1.3883	0.5940	-6.7672	-1.3386	0.8904	0.4580	4.1972	-1.4783	1.0506	2.7683	-2.5768	0.5027	2.2164	-0.6976	-2.9442	2.7942	-1.1003	1.4808	0.8529
-0.6974	0.3030	-11.1948	3.2638	-0.4296	-1.5086	-0.7462	2.2968	0.5481	2.2917	1.6520	1.6531	0.7537	-2.7106	10.1543	-2.2369	0.3483	-4.4037	2.1513	-6.5815	1.7873	3.7777	2.0280	-1.1267	-2.0112	-1.5274	0.5007	1.6269	0.8611	-0.4427	-0.2657	-0.6245	-0.2198	0.8444	0.5786	-0.7113	-1.4198	0.3739	-0.6821	0.9544	4.3145	0.5026	0.0113	0.2637	0.1762	-0.2391	0.1651	-1.0928	-0.9313	-0.5452
-5.2462	-3.0410	-6.5366	-2.0654	-0.4147	1.3377	0.0840	0.7896	0.2105	3.4355	-7.3925	1.7716	-0.7356	-5.7010	2.0637	4.7306	-5.3792	1.5904	-1.7438	-1.0054	3.3638	3.4005	-1.3560	-5.6467	-1.0828	0.0594	0.8932	-2.7188	1.0296	0.7270	-0.5285	2.0694	-1.6815	-0.8048	0.2338	-1.5035	1.4682	-5.1198	-0.4212	0.3884	-3.7035	-2.6198	-5.4503	-2.2569	-1.2320	-0.7245	-2.2443	1.1715	-1.8107	1.0350
-1.2537	-0.1623	-6.4118	-4.4842	-2.1745	1.6323	-1.7365	-1.8248	-1.0345	-1.0332	-3.0253	-0.4794	0.9323	-0.1862	4.2204	-0.2774	-2.2898	2.4956	-0.4836	-3.6462	0.2780	0.9818	0.6192	1.1706	0.3937	-1.7384	1.4309	-1.6913	1.9282	0.7503	-1.1105	1.0417	1.1223	2.5607	-1.1025	-0.0136	-0.1787	-1.9551	0.7936	-0.4811	-2.9697	-1.4813	4.3790	-4.2509	1.2087	2.9481	-1.6242	1.4015	0.0607	-1.7980
0.0492	1.3241	11.8983	1.0802	2.9201	2.3003	-0.8326	-1.7375	0.0958	-5.7609	-1.2509	1.2369	-3.1568	3.5680	-10.1102	1.7626	2.5530	1.3743	-1.5907	3.8171	-4.5400	-1.2044	-0.4832	-1.2607	1.9670	2.1730	-2.1353	1.1607	-2.0782	1.9662	-0.1842	-0.7994	-0.7334	-4.4306	1.6206	0.0948	0.3834	1.6936	-1.1246	0.7040	0.1045	1.0487	-2.2622	1.1363	2.5154	1.3602	2.0639	-1.8597	-0.1340	-0.9796
2.0101	-0.1776	15.1278	5.5940	3.4838	0.3055	1.2514	5.9678	1.5929	-4.9616	8.7174	-0.7918	-1.7114	3.8654	-8.2657	-2.3543	0.3158	-1.3800	1.8283	1.7934	-1.2281	-1.3074	-0.2729	-3.1484	2.3006	3.4125	-1.9233	-2.5917	-2.3983	0.3625	1.0829	-1.5546	-3.6416	-6.9892	2.0871	1.6068	-0.0930	0.7110	2.4184	-1.2619	4.5639	2.4771	-2.3706	7.4122	0.9303	-1.9765	-0.2483	0.4654	-2.3544	1.4603
-1.6766	1.3270	2.4615	2.2632	-2.4938	-1.3652	-1.8183	-0.7978	-1.2426	-1.0887	-1.0366	1.3383	0.5440	-1.4354	-0.6027	2.8699	-1.7605	1.5717	0.6300	-0.8612	-2.6798	0.8156	0.6508	0.7433	-1.6439	0.4170	0.9668	-2.9600	3.7948	1.9497	3.7466	0.6347	-0.9029	0.8911	0.2538	-0.6185	-0.3112	-3.0740	-0.8906	1.5706	1.0241	0.2149	0.0245	-0.6868	1.6758	-0.6916	-0.1229	1.2674	-0.5477	-0.8218
1.1021	-3.3051	-7.2229	-3.3888	-2.0731	1.5706	-1.6945	0.1954	-1.2452	-0.4462	-6.8867	1.0120	-0.3024	-0.7648	3.3843	-2.0649	0.3408	-0.6078	-2.1475	-0.6704	1.7637	2.2286	-0.1368	2.5760	-1.2314	0.2997	0.7685	-0.0259	2.5224	1.7956	1.8142	0.4222	-3.0817	4.3749	0.0039	0.3440	1.4257	3.2795	-2.9859	0.0610	-3.5364	-0.3703	-0.5142	-6.7470	-0.9954	-3.4366	0.6949	-3.6317	0.8616	1.0905
2.7654	-0.0821	4.9784	3.9676	2.4929	-2.3624	4.3700	-1.2752	-1.0498	2.0855	7.4926	-3.3179	-0.4174	-0.3252	2.1641	-1.1608	3.1859	-3.0898	-2.3483	-1.9834	-0.6510	-1.2157	2.2216	0.2815	0.9732	2.1251	-2.5690	0.1409	-0.9846	-1.4486	0.9813	-0.2838	-0.9853	-5.7907	1.1130	-0.8383	1.7761	3.1258	1.4576	1.0493	1.6627	-0.0199	-1.1750	3.8244	0.9548	-3.3150	2.8260	-1.3143	1.0045	-1.0531
0.7606	2.1086	3.7224	-6.2110	-2.0235	-1.1006	-1.3021	-1.0347	-1.2168	-4.0712	-6.3265	0.3010	0.7991	5.8832	-2.9605	-1.5715	1.9522	4.5799	-0.8994	2.8937	0.3575	0.4112	-1.7252	2.3201	1.5402	-0.5571	1.0681	1.0662	-0.7199	-0.0973	-0.9498	-1.6687	2.9103	1.1003	-0.1917	0.0719	0.0158	-0.0346	-0.7784	0.5766	-2.8343	-2.3321	2.7406	-6.0780	0.8929	4.3965	-0.1898	-1.4213	1.3877	-1.8848
1.2806	0.4403	8.2248	8.1353	3.3866	1.2917	0.1060	-3.1735	-1.4589	-0.6599	7.8342	-0.6756	-1.6550	-0.2106	-2.3472	-0.0981	-0.3020	4.5402	2.2551	1.3209	-2.7245	2.2542	-1.6702	1.8389	1.1867	1.6855	-0.9746	0.4891	-1.0107	-2.2594	2.3463	-0.0342	-2.0197	-2.8958	0.2292	-1.4074	-1.3973	3.1212	-0.5268	-0.4116	4.9763	-2.6227	1.0217	8.0178	-0.1884	-2.8388	-1.4721	-1.5191	0.7604	-2.1762
2.7176	1.3685	0.5277	-1.4199	-0.4996	-0.3468	-0.5872	-0.3658	0.3018	-1.4748	2.2450	0.0088	-0.6748	3.0671	-2.3116	-4.0388	2.0204	3.1003	0.5036	2.1435	-3.5308	1.7813	2.0020	4.2037	1.5617	-1.9520	-0.3522	1.4755	-1.4453	0.0367	0.8287	-3.3043	1.3006	2.7201	3.2520	-1.8773	-2.2655	1.9665	-0.8053	-1.6374	0.6045	1.0005	3.5687	-0.3380	1.2732	-2.0224	0.8193	-0.1762	0.4225	0.3940
-0.0521	-2.5756	-17.2203	-2.7971	-4.0385	0.2031	1.9811	5.8755	-0.5746	4.1543	2.4000	1.1034	0.6413	-2.7224	8.6346	1.2438	0.4109	1.8369	0.5654	-1.7552	0.3379	0.8289	-1.0512	-2.8492	0.3907	-3.5471	0.1004	-2.4695	0.6718	-0.1561	-1.6265	1.0457	-2.2367	7.8183	-0.8386	-0.5368	0.2406	1.2135	-0.7815	-1.0617	-1.0229	2.0563	-1.2352	-2.5026	-0.9214	4.8328	-0.6942	-3.0563	-1.0139	0.4293
2.9638	-0.3798	2.9852	1.2655	0.1925	-0.7088	1.4127	0.8218	0.2720	-0.5896	-1.5544	1.2933	0.2949	-0.8458	-0.5904	-4.1662	2.3738	-2.7306	-0.2336	0.4290	-0.8649	0.5412	-0.5116	-3.2698	0.4305	0.4783	1.9160	0.8676	-0.5753	0.1849	1.0013	2.9458	-2.0091	1.0991	-2.5890	-0.6568	-0.9059	3.8334	-2.1804	1.4194	-0.9326	-1.1394	-0.2642	-1.1215	0.5227	-0.7416	0.9591	0.5790	1.4686	0.8662
-0.4033	1.6444	-4.9907	2.1447	2.3234	1.2692	-1.2910	-3.4486	-0.0734	4.0774	-6.4292	0.3708	-0.1500	-8.1702	4.5386	0.4236	-0.3193	-1.2288	-0.2103	-0.6958	4.0005	0.6096	-0.0522	-4.2555	-0.5115	2.9525	1.9331	-3.1658	-0.2321	0.9127	-0.0145	1.5378	-1.2282	-3.9293	-0.3460	2.0774	0.5658	-1.4530	-1.4568	1.6381	-3.1650	2.4122	-1.4276	1.3294	2.3368	-3.1331	-1.6368	0.7834	-2.0967	2.5176
0.5978	0.7457	-18.0965	-3.9597	-1.6353	-1.1417	-2.5750	1.9538	-0.7337	5.8987	1.4093	1.5674	1.8621	-10.6294	10.6807	-0.5904	-1.8285	0.9933	-1.3074	-3.9862	4.4832	-0.2223	2.3787	-3.2193	-0.5119	1.0068	2.0051	-1.9828	1.5299	0.0310	-1.6753	2.6463	2.7368	3.4705	2.4923	0.7745	0.1868	3.5362	-0.6537	-0.6266	-1.7898	-0.9344	1.2049	2.3350	-1.1343	1.0734	-0.5266	-0.1253	-0.3012	1.6899
3.6686	-2.3168	-10.5755	-2.5636	-2.7449	-2.3546	1.1155	1.0455	-1.0356	3.2918	-0.5668	-0.4604	-1.6052	-0.8168	6.3664	-1.9398	3.0939	0.1561	-1.6312	-1.6404	-3.0907	0.1095	1.3631	0.8479	0.5654	-2.8540	-0.4404	0.6853	-0.2686	0.8319	-2.7807	-1.2385	0.2055	2.4035	1.5034	-2.2585	0.0357	3.4044	-0.3503	0.6860	0.8247	-0.0798	-0.4442	-0.9661	-1.0050	3.8733	2.3816	0.3160	0.0068	-0.5641
-2.9760	0.5339	3.3348	-1.3873	-2.4749	-0.3827	-2.3040	-5.5249	1.0440	2.1618	-5.8358	-3.0661	-0.0119	0.1707	-0.0587	4.0813	-3.0239	-3.4075	-1.2320	-1.4589	0.0529	-3.1148	0.1011	0.9869	1.5470	1.4417	-2.3141	-1.9558	-1.1716	0.0978	2.8256	0.6192	0.7599	-2.2831	-2.1077	0.0739	-0.8820	-2.3198	0.5390	0.6067	-3.9107	0.0973	-2.8124	2.0749	2.4181	0.6057	-1.5221	0.6020	-0.6669	0.9452
1.4958	-0.4290	7.5208	3.3006	0.3327	-1.4616	2.2047	0.9796	-1.5319	-3.6739	6.7501	-2.2586	0.5440	5.7134	-7.6937	2.9572	0.1516	3.9424	-1.0614	3.1889	-1.1342	-0.0833	1.8589	1.4535	0.2189	0.7371	-0.9438	0.5076	-0.4857	-1.6578	-1.8983	-2.3410	1.0431	-3.4940	4.1349	-1.6504	-1.0445	0.6169	1.4743	1.6377	3.2656	1.7224	-0.0406	1.9032	-1.9825	0.9292	2.6470	2.2541	-0.2900	0.1528
-3.5532	-0.2915	12.6905	3.2841	2.9245	2.2291	-3.6461	-0.5610	-1.1951	-4.0112	0.2437	-1.7967	-1.1548	5.4546	-8.7843	5.5490	-3.3014	-0.6748	3.4733	-1.6726	-2.1515	-0.8055	1.9756	1.5180	1.0656	3.9074	-1.5596	0.9057	1.3121	0.8504	3.0492	-0.9447	-1.1735	-4.2638	0.6945	-0.4272	-0.0663	-2.9105	-2.3116	-0.5650	3.4230	-2.0021	-1.1803	2.9523	-0.0647	-6.5026	-1.2362	-0.2499	0.7240	1.1324
0.7948	-0.8875	-2.8383	-4.5794	-1.2780	-0.8693	0.9904	-1.3675	-0.6285	3.6691	-4.9645	-0.6058	1.7539	-6.1832	7.7881	1.6586	1.1804	-2.1452	-2.8584	-3.1817	0.2669	0.5280	0.5865	-0.4666	0.0623	-0.7897	0.7655	2.2924	2.4761	1.2026	-0.7816	0.7312	5.0516	1.1158	-1.1697	-2.5474	1.1515	-1.3321	-2.5739	-1.5396	-1.0931	-2.7574	3.3411	-3.0011	0.0224	2.7018	1.3818	1.0020	2.9580	-0.5378
0.2830	-2.0648	-1.2423	-2.9210	0.0391	2.0618	-0.0082	0.8336	0.2226	-0.8426	5.1938	0.5169	-2.4815	-0.3560	-1.3749	-2.6965	-0.2572	-1.7617	-4.6196	2.7275	-2.1009	-2.1374	3.2074	-4.9535	2.2240	1.8769	-1.4350	-6.4301	-3.4627	0.1158	-1.5137	0.4104	3.8067	-1.5420	4.1340	2.0673	-1.6375	-1.6449	1.1925	0.0895	-1.1779	1.2796	-3.4931	2.9273	-0.6025	-3.8160	-1.1321	1.0509	-3.8926	0.8408
-0.3056	-0.7162	3.9459	2.1139	1.0712	-3.0030	-1.4604	-3.1223	1.7863	0.4983	-0.8032	0.9986	-1.6666	0.0136	-2.1883	-1.1535	-0.2267	1.0898	-0.7251	-2.0428	-2.0103	0.2583	-2.7115	2.5649	1.3147	-0.5816	1.3852	-3.1467	-3.2165	1.9825	0.4873	-1.0524	-0.0682	-3.2405	-0.6847	2.8136	-2.5296	-1.0527	2.4372	1.3326	2.6044	1.4891	-3.1708	2.5801	0.9771	1.9476	0.7560	3.4140	-1.6929	-0.4031
-0.3545	-0.4738	-1.8422	-1.4540	-2.3818	-0.1807	-1.1651	-1.5866	-1.4399	-3.9140	-5.5740	-0.7133	0.8151	6.2531	-4.0403	-0.6196	0.9864	5.2927	-0.4942	2.5862	0.5680	0.9430	1.3300	-1.2048	-0.7952	-2.2820	-2.6209	2.7086	1.5477	1.6969	-0.7397	0.6190	1.5489	4.8449	1.8455	-0.3124	-0.3962	-1.4523	-0.4900	-0.6787	-2.4622	-0.4964	1.9989	-4.2118	-1.0226	0.9469	-1.0552	-0.4272	0.3217	-1.3403
-0.0822	1.9919	-6.8786	-7.0055	-3.5552	3.5746	0.2367	1.9274	-3.4701	2.7074	-7.6024	-0.4661	-0.2201	-3.4353	5.8515	-2.3445	-0.3959	2.6721	-1.6395	-2.7622	-0.2168	1.1755	-0.8261	-0.6882	-0.5265	-1.2038	-0.7847	0.9228	3.1093	-0.4014	-0.3524	-1.5763	-1.4076	3.6079	1.1981	-0.7422	0.4549	0.3970	0.8009	-0.3026	-4.4552	-0.4463	-6.0541	-7.4738	1.1278	4.4935	1.4607	1.4797	-2.0610	-2.5604
-1.0950	2.5939	2.4049	1.8573	1.3731	-1.5108	0.0078	-0.0644	0.3068	-0.2084	2.0735	0.4698	1.3981	0.5262	-0.2429	-0.9847	-1.1809	-2.2852	0.6341	-4.6520	1.1535	1.5414	0.2340	-0.0393	-2.1789	0.5140	0.2065	0.2795	1.7110	-0.8482	0.2159	2.1153	-0.8253	-3.9009	-2.8691	-2.5598	-0.6045	-2.7989	-1.5282	-0.6434	1.0212	1.1062	-0.6404	0.4627	2.7543	-1.1619	-1.6093	1.7971	-0.1889	-0.8969
-2.7134	0.2743	2.2332	6.4244	3.0458	-0.1838	2.3287	5.7229	-1.7069	-0.1799	10.5225	1.4464	-4.4449	0.6001	-0.1925	-3.0556	1.6459	-0.5187	1.5758	-3.1516	-3.7399	-0.2846	1.6288	-2.8234	0.2673	0.7657	-2.2520	-0.2815	1.4244	-0.8906	1.2539	0.4157	-0.9786	-2.3524	-0.6668	2.6645	0.2980	-2.3043	1.7344	0.8535	5.3922	-0.9229	0.3194	3.4551	0.4982	-4.4639	0.4052	0.3753	-0.4604	0.3323
-1.1912	-0.3580	5.1050	0.7615	0.7150	-0.6814	-2.6093	-0.0202	1.5543	-0.5833	0.4041	-1.1581	0.2509	1.6824	-2.0520	-1.4424	-0.9119	-0.9366	-0.0136	3.3314	0.6915	0.7505	-0.1989	-1.8145	-1.0987	0.1361	-3.1927	-3.7364	-0.3713	-0.6507	-2.1614	-0.9765	-2.4383	-3.6880	-0.7459	0.5479	1.8861	-0.3562	3.2144	0.1888	0.7472	2.8745	-4.6729	0.5218	-0.1298	1.1756	-0.1630	-1.4971	-3.7890	-0.1249
-0.5316	0.1779	-1.8616	-1.6501	-1.7763	1.5733	1.7666	-0.2015	-0.9226	0.2072	-1.4457	0.9128	-1.5593	0.8128	-0.9212	2.0686	-0.1441	2.0355	-1.0612	0.2338	1.5455	0.5476	-2.5609	-5.1101	-0.3518	-1.1062	0.5598	-2.9336	3.1301	-0.4084	-0.4435	1.8567	1.4416	1.4091	0.4340	1.2269	-0.9171	0.1110	2.4499	-1.4810	-1.0520	-0.9805	-0.0949	-3.3591	-0.6757	4.6809	-0.0501	1.1962	-0.9924	1.3180
0.3014	-1.9472	-3.5427	-2.3263	0.3073	-1.3036	-1.5544	-0.5820	1.4527	4.7834	4.6489	0.8212	-3.7410	-4.9284	4.2213	-1.6107	1.5341	-2.0590	-1.4332	-0.6301	-2.1430	-0.7104	-0.5994	-1.5787	0.5649	-0.8856	0.6251	2.8108	-2.9333	0.3426	-4.1437	1.0268	-1.9778	0.8395	2.0894	0.1043	-1.0022	-1.9336	-0.6308	-1.3126	3.0716	1.2635	-2.7870	2.4671	-0.3859	1.2970	2.7292	-0.3158	-0.3948	2.1548
1.4714	1.5033	-0.5459	-3.6717	-0.8626	0.8069	1.3331	-0.8781	0.1778	3.9876	-4.3998	-1.1016	1.7061	0.2036	-1.5386	-0.3391	2.3914	-1.3804	0.7906	0.5759	0.6214	1.0187	-0.6671	-1.1549	-0.1579	-1.7667	2.0712	3.6593	1.0318	-0.2555	-1.8773	0.1882	1.5119	1.2962	-2.1035	-0.4092	-1.1856	-0.7638	-0.0301	-0.0453	-2.6621	-1.4460	1.7095	-3.3088	1.2520	1.5766	2.3449	0.3719	1.5352	0.3542
1.1127	0.6509	-6.1300	-3.0784	-3.1822	0.3189	1.6369	4.7829	-0.0565	3.4215	8.7933	-0.5150	-0.0594	-2.1649	5.7204	-3.8288	1.9924	0.9463	0.8407	-4.5637	-1.4044	3.7473	-0.4282	-2.4233	0.5312	-2.5213	-0.4615	2.6166	1.1562	-1.3698	0.3006	0.3753	2.2721	6.5691	-0.4259	0.6218	0.8151	2.5127	-0.7952	-1.8807	1.2182	-0.5645	0.7417	0.7357	0.6189	1.5264	1.7776	0.6151	1.5613	-0.5536
-0.9027	0.7221	-1.2869	2.3023	-0.6498	1.8539	2.1280	-2.2254	0.1602	-2.1205	-3.4371	-0.2850	-0.3264	1.9944	-1.0827	-0.7306	-0.0773	0.0904	0.1250	1.6526	-0.8880	0.9595	0.1456	-3.5133	0.8664	-0.6316	-0.2772	-3.8805	0.7539	0.5326	0.8407	1.4342	-2.3031	1.6156	1.5210	1.0054	-0.0295	-2.0505	1.6087	0.8646	-2.6994	1.5287	2.9484	-2.4991	-0.7876	-2.6974	-0.0860	0.9431	-0.6566	0.8563
-2.2285	0.9200	-2.0120	-4.6937	-5.3623	-1.2567	-2.7145	-2.2968	-0.1253	-3.2835	-8.7211	-0.9923	2.8366	4.2892	-3.6823	2.9320	-1.2864	3.0953	-0.4805	2.9624	-0.5921	-0.7351	-1.8666	0.2870	1.4533	-3.7739	0.7845	0.9779	-0.2489	-0.3117	1.3450	0.4171	0.0287	5.7434	0.5239	-3.4063	1.3351	-0.5772	-2.2056	-1.8939	-2.2782	0.4919	-1.0542	-5.4001	0.6448	5.8933	0.6849	-0.7868	-0.0440	1.3503
2.7881	-3.9231	6.8223	-1.8117	-3.3617	0.9021	1.1272	0.7232	-0.8349	-4.9313	-1.3538	0.5008	1.8485	3.7073	-7.1077	-2.0845	1.5910	5.5001	1.1040	2.8013	-3.5092	0.3074	-0.9381	-3.4099	4.4723	-0.3710	-2.4469	-3.2778	-4.2489	0.5582	1.2480	2.9164	-0.7336	3.0486	0.8514	0.9704	-0.1795	5.7514	1.8359	-1.2622	-2.1886	-1.7503	0.8044	0.4555	-1.9354	1.4358	1.2194	1.5209	-1.2373	0.7756
-1.3115	0.8227	-3.1452	-3.1422	0.0373	0.8312	-1.4228	-1.4973	-0.3968	1.5169	-0.0673	0.8873	-0.5006	-1.6627	2.3164	-0.0504	-2.6270	-2.2690	-2.5078	0.8153	0.7637	-0.1363	2.1153	0.5247	-0.7427	1.3452	-0.1377	-0.6376	0.5695	0.1582	2.0215	0.6723	2.7990	0.4489	2.4782	-1.5125	0.2435	1.1231	-0.1108	-0.2353	-3.1082	0.4536	-1.3284	1.4317	0.1502	-1.7709	-3.5971	-0.5944	0.8457	-2.2812
-1.2346	-3.7374	-8.1808	-3.8456	-3.0783	-0.7867	-0.0984	-1.9672	-2.0756	11.0911	-8.2562	-0.6526	0.6668	-10.0055	10.5600	-3.3470	0.5197	-0.1822	-2.7745	-2.2672	1.2520	2.3398	-0.4725	0.5361	-1.1941	-2.1708	-0.9082	4.2453	0.7629	0.7775	1.8330	-0.8562	1.5574	3.2356	-0.4496	-1.8233	0.6312	0.0658	-0.9738	-0.5497	-3.4664	-0.2635	1.6760	-6.4239	-0.1024	-1.4651	-0.8002	0.3924	0.7574	0.6611
2.2300	1.6266	0.3513	-4.2565	-2.7188	-0.7487	-1.2410	-0.3935	0.1045	-4.5109	-1.3886	0.2798	-0.3849	5.8261	-4.5325	4.3869	0.4280	5.4756	-1.8921	4.8078	-1.8273	-2.5406	-0.7161	-5.4446	1.9328	-1.7862	3.1180	3.7952	-4.4667	0.2259	-1.8042	1.7328	3.2970	3.1244	1.4914	-2.4534	-0.7046	2.6729	-1.8552	-0.9379	-0.4719	-0.5943	1.1027	1.0009	0.7010	2.2418	-0.8240	0.0583	0.2345	0.5616
1.6949	2.2198	7.3961	4.6835	3.9636	-1.9548	0.8448	2.1949	-3.3000	-3.1729	11.8399	0.4200	-1.5559	1.0926	-1.4651	-5.4388	1.7530	0.7949	1.7208	-0.2743	-2.0217	2.4744	0.5375	0.8805	0.3150	2.3309	0.9865	1.6113	3.7216	-2.2733	1.0554	0.5431	-4.2606	-4.0092	0.0010	-0.0301	1.1934	2.0491	-0.5851	0.7081	3.8974	1.0186	0.6201	2.9123	0.4005	-1.7000	0.7591	0.4165	1.3439	-2.5307
-1.5211	1.0205	7.1710	3.4317	5.0784	-0.3727	-0.1741	2.2552	3.3142	-4.9448	7.5057	0.1553	-1.7988	5.8679	-4.7553	-5.2285	-0.7273	-4.9956	2.2993	-4.5128	-2.6872	1.4105	3.5050	-3.0086	-0.6336	0.6290	-2.7602	-4.1932	-1.6713	0.6247	-1.4153	2.3372	0.0590	-6.8846	0.1097	2.6271	0.7820	-3.9857	1.4153	-0.5022	5.9508	1.2604	-2.1459	5.1031	-0.0245	-5.9691	0.0365	0.0324	-1.9546	4.3825
2.5381	-1.0854	8.5353	1.7101	-0.6888	-0.2886	0.4768	0.6658	2.8463	-3.4546	-3.5371	0.8980	1.1799	3.6332	-1.8733	-1.8459	0.7433	-6.0218	0.1736	1.7848	2.9393	-2.9483	-4.2851	0.2506	1.0289	-0.8138	2.2370	1.5742	-3.2964	0.4032	1.9686	0.8902	3.0723	-0.2438	-3.4651	-0.5224	1.1147	1.5520	0.0288	1.3282	-2.3328	0.3471	-0.2164	0.3561	0.0103	3.5684	1.5466	1.3504	0.2730	0.8206
0.1986	0.4274	11.5900	4.3647	2.7444	-0.4036	-1.0498	1.1952	-1.6480	0.0432	5.4027	0.6733	-0.9932	3.0156	-2.8353	2.3784	-1.4458	-0.2623	-0.2441	1.7549	-2.0174	-3.2520	0.0278	4.1743	0.5670	2.3777	0.2802	0.2649	-0.4390	-0.0298	1.6260	-1.9681	0.1941	-2.9353	-2.6981	1.3307	-0.7122	1.9734	-2.6907	2.0583	2.0909	-2.8411	-0.0869	5.1652	0.9896	-1.9808	2.1043	-1.2357	2.1713	-4.9884
-4.0457	0.0723	5.5493	-0.7827	1.4900	1.2024	-3.6145	-1.6617	-2.3676	-3.7974	-3.9195	0.6109	-1.0519	2.1240	-4.2346	5.5387	-2.6968	0.6929	0.8110	2.1571	-1.8105	-1.9471	0.5126	1.0193	1.4829	1.3863	1.3446	1.5743	1.0967	2.1029	-1.6652	-0.0080	0.7721	-3.2151	-1.5301	-0.6599	0.2962	-3.1697	-0.8093	0.0096	0.8526	-1.6913	0.7315	-1.0320	-1.1653	-0.3165	-1.2137	1.0374	1.3434	-0.6521
2.5307	1.2599	-2.0310	1.6237	-0.6044	3.7549	0.4974	-5.2640	0.7748	1.4308	-9.4287	-0.9906	0.4966	-3.9365	1.5167	2.9015	2.0980	-1.1707	-1.4642	-0.5512	3.0212	2.3895	-0.4039	-3.2315	-1.0626	0.7635	-0.0718	-0.7583	0.5234	1.1559	-0.0896	0.9959	1.3662	-0.4040	0.0285	-0.4837	-0.5199	2.0041	-0.9744	3.2391	-5.9687	-0.8199	-1.0902	-8.0943	-1.4675	1.1290	1.1534	0.2784	-0.1147	0.3145
2.3281	-1.2246	11.5450	4.2366	2.2361	0.7454	-0.4499	-0.0891	0.6027	-6.1588	1.8258	-1.1561	-0.8986	8.7302	-10.1007	-1.6097	0.7101	-0.4657	2.5409	2.6628	-1.3056	-0.5843	-0.7306	2.0120	-0.2997	1.1046	-2.1542	0.6403	-0.7489	0.2803	0.5706	-1.5256	-3.7308	-6.5107	-1.6289	-1.1054	0.4294	3.0100	0.2373	-0.5674	2.9575	2.1458	0.5968	3.3220	-0.9494	-2.4351	-0.9707	-3.4421	0.4612	2.4854
-1.4161	-1.2849	-7.2200	-0.7536	-1.0125	-0.4414	-0.3115	3.0268	-0.5263	6.4468	7.0383	-0.3954	-1.3512	-6.6489	6.5534	-4.6100	-1.3612	1.0469	1.2753	-3.8144	-1.8959	1.5510	-0.2282	-0.8470	0.7789	-1.6743	-1.0213	-3.6885	-0.1995	-0.8349	-2.3430	0.6107	-1.1884	3.1968	-0.4058	1.7662	0.8575	-2.6922	-0.4147	-4.5846	1.4062	1.3106	0.8815	5.7750	-0.7193	4.8864	-0.7881	2.1131	-1.0688	-2.3898
0.1911	-0.7702	3.6860	-0.9028	0.1543	-1.4581	3.3442	2.4765	1.4574	-2.0035	2.3710	-1.7295	0.7385	3.8170	-2.9411	2.0231	1.2559	2.9862	0.3007	5.4825	0.1272	-3.3747	0.4049	-1.3612	1.2193	-2.0234	-2.5403	-1.7828	-2.7171	-1.3220	-4.2716	-0.9424	1.6600	-0.4733	0.8801	1.0076	0.7402	-2.9640	1.4927	-0.6379	-0.4682	2.2171	-0.5333	1.7892	0.3525	3.5791	0.9556	-0.5864	-1.4857	-1.4209
-1.8516	-0.7094	8.0861	2.2043	2.5266	0.9101	0.7847	2.8566	-2.0880	-1.2585	4.9842	-1.1132	-3.0754	2.3960	-4.8077	1.8334	-1.8694	5.2708	1.2567	3.1386	-1.0328	-0.1761	0.3394	3.8409	-0.5536	0.4871	-1.3483	3.7626	3.2149	-0.5365	-0.7051	-0.6898	-0.8764	-1.2642	-0.2415	0.6386	-0.4705	-1.7183	0.2028	-1.1783	1.2676	-0.0980	1.0229	-0.1292	-0.0504	-1.6525	-1.7194	-0.9569	1.7611	-3.6267
